method_id,method,output_metric,rank,input_source,input,parameter_key,spearman_correlation,absolute_correlation
self_declaration,Self-declared age,minor_purchases_prevented,1,method,minor_circumvention_rate,methods.self_declaration.minor_circumvention_rate,-0.6912179751318793,0.6912179751318793
self_declaration,Self-declared age,minor_purchases_prevented,2,method,minor_detection_rate,methods.self_declaration.minor_detection_rate,0.5765963712660945,0.5765963712660945
self_declaration,Self-declared age,minor_purchases_prevented,3,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.28555913467620764,0.28555913467620764
self_declaration,Self-declared age,minor_purchases_prevented,4,scenario,minor_share,scenario.minor_share,0.19942513979653806,0.19942513979653806
self_declaration,Self-declared age,minor_purchases_prevented,5,method,adult_abandonment_rate,methods.self_declaration.adult_abandonment_rate,0.005979514686135807,0.005979514686135807
self_declaration,Self-declared age,minor_purchases_prevented,6,method,centralized_record_fraction,methods.self_declaration.centralized_record_fraction,0.0057534229015653695,0.0057534229015653695
self_declaration,Self-declared age,minor_purchases_prevented,7,method,higher_friction_false_rejection_multiplier,methods.self_declaration.higher_friction_false_rejection_multiplier,-0.004608684524371473,0.004608684524371473
self_declaration,Self-declared age,minor_purchases_prevented,8,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,-0.004248293896771318,0.004248293896771318
self_declaration,Self-declared age,minor_purchases_prevented,9,method,annual_breach_probability,methods.self_declaration.annual_breach_probability,0.004222316819000927,0.004222316819000927
self_declaration,Self-declared age,minor_purchases_prevented,10,method,higher_friction_abandonment_multiplier,methods.self_declaration.higher_friction_abandonment_multiplier,0.0029369709630947885,0.0029369709630947885
self_declaration,Self-declared age,minor_purchases_prevented,11,method,verification_check_rate,methods.self_declaration.verification_check_rate,-0.0024056509541782603,0.0024056509541782603
self_declaration,Self-declared age,minor_purchases_prevented,12,method,adult_false_rejection_rate,methods.self_declaration.adult_false_rejection_rate,-0.002245884994018354,0.002245884994018354
self_declaration,Self-declared age,minor_purchases_prevented,13,method,fixed_annual_cost,methods.self_declaration.fixed_annual_cost,0.001598334761343334,0.001598334761343334
self_declaration,Self-declared age,minor_purchases_prevented,14,method,minor_substitution_rate,methods.self_declaration.minor_substitution_rate,0.0015769251402787702,0.0015769251402787702
self_declaration,Self-declared age,minor_purchases_prevented,15,method,variable_cost_per_check,methods.self_declaration.variable_cost_per_check,0.0012192079532236833,0.0012192079532236833
self_declaration,Self-declared age,minor_purchases_prevented,16,method,record_retention_years,methods.self_declaration.record_retention_years,0.0003983409013113364,0.0003983409013113364
self_declaration,Self-declared age,minor_consumption_prevented,1,method,minor_circumvention_rate,methods.self_declaration.minor_circumvention_rate,-0.6575232172711374,0.6575232172711374
self_declaration,Self-declared age,minor_consumption_prevented,2,method,minor_detection_rate,methods.self_declaration.minor_detection_rate,0.5497509046068124,0.5497509046068124
self_declaration,Self-declared age,minor_consumption_prevented,3,method,minor_substitution_rate,methods.self_declaration.minor_substitution_rate,-0.2901912918266045,0.2901912918266045
self_declaration,Self-declared age,minor_consumption_prevented,4,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.2707822108974009,0.2707822108974009
self_declaration,Self-declared age,minor_consumption_prevented,5,scenario,minor_share,scenario.minor_share,0.189379972488008,0.189379972488008
self_declaration,Self-declared age,minor_consumption_prevented,6,method,adult_abandonment_rate,methods.self_declaration.adult_abandonment_rate,0.007061191927912477,0.007061191927912477
self_declaration,Self-declared age,minor_consumption_prevented,7,method,centralized_record_fraction,methods.self_declaration.centralized_record_fraction,0.006127545691251019,0.006127545691251019
self_declaration,Self-declared age,minor_consumption_prevented,8,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,-0.00530984851469994,0.00530984851469994
self_declaration,Self-declared age,minor_consumption_prevented,9,method,higher_friction_false_rejection_multiplier,methods.self_declaration.higher_friction_false_rejection_multiplier,-0.004416366145862547,0.004416366145862547
self_declaration,Self-declared age,minor_consumption_prevented,10,method,fixed_annual_cost,methods.self_declaration.fixed_annual_cost,0.002559127504191651,0.002559127504191651
self_declaration,Self-declared age,minor_consumption_prevented,11,method,higher_friction_abandonment_multiplier,methods.self_declaration.higher_friction_abandonment_multiplier,0.0019017698966327082,0.0019017698966327082
self_declaration,Self-declared age,minor_consumption_prevented,12,method,annual_breach_probability,methods.self_declaration.annual_breach_probability,0.0018419460726407787,0.0018419460726407787
self_declaration,Self-declared age,minor_consumption_prevented,13,method,verification_check_rate,methods.self_declaration.verification_check_rate,0.0013204171149601668,0.0013204171149601668
self_declaration,Self-declared age,minor_consumption_prevented,14,method,record_retention_years,methods.self_declaration.record_retention_years,0.0009607711315203084,0.0009607711315203084
self_declaration,Self-declared age,minor_consumption_prevented,15,method,variable_cost_per_check,methods.self_declaration.variable_cost_per_check,0.0008948130979899255,0.0008948130979899255
self_declaration,Self-declared age,minor_consumption_prevented,16,method,adult_false_rejection_rate,methods.self_declaration.adult_false_rejection_rate,-0.0005304529349961812,0.0005304529349961812
self_declaration,Self-declared age,adult_adverse_outcomes,1,method,adult_abandonment_rate,methods.self_declaration.adult_abandonment_rate,0.9022516394325488,0.9022516394325488
self_declaration,Self-declared age,adult_adverse_outcomes,2,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.31532301698312126,0.31532301698312126
self_declaration,Self-declared age,adult_adverse_outcomes,3,method,adult_false_rejection_rate,methods.self_declaration.adult_false_rejection_rate,0.24734208348399286,0.24734208348399286
self_declaration,Self-declared age,adult_adverse_outcomes,4,scenario,minor_share,scenario.minor_share,-0.036778727091767494,0.036778727091767494
self_declaration,Self-declared age,adult_adverse_outcomes,5,method,higher_friction_abandonment_multiplier,methods.self_declaration.higher_friction_abandonment_multiplier,0.03597835989675934,0.03597835989675934
self_declaration,Self-declared age,adult_adverse_outcomes,6,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.02585989367546396,0.02585989367546396
self_declaration,Self-declared age,adult_adverse_outcomes,7,method,fixed_annual_cost,methods.self_declaration.fixed_annual_cost,0.01209179665318872,0.01209179665318872
self_declaration,Self-declared age,adult_adverse_outcomes,8,method,record_retention_years,methods.self_declaration.record_retention_years,0.010035432641646174,0.010035432641646174
self_declaration,Self-declared age,adult_adverse_outcomes,9,method,higher_friction_false_rejection_multiplier,methods.self_declaration.higher_friction_false_rejection_multiplier,0.008779879871287952,0.008779879871287952
self_declaration,Self-declared age,adult_adverse_outcomes,10,method,annual_breach_probability,methods.self_declaration.annual_breach_probability,-0.005373444998341378,0.005373444998341378
self_declaration,Self-declared age,adult_adverse_outcomes,11,method,minor_substitution_rate,methods.self_declaration.minor_substitution_rate,-0.003930983033988394,0.003930983033988394
self_declaration,Self-declared age,adult_adverse_outcomes,12,method,verification_check_rate,methods.self_declaration.verification_check_rate,0.0033319882606927956,0.0033319882606927956
self_declaration,Self-declared age,adult_adverse_outcomes,13,method,centralized_record_fraction,methods.self_declaration.centralized_record_fraction,-0.003176917854742767,0.003176917854742767
self_declaration,Self-declared age,adult_adverse_outcomes,14,method,variable_cost_per_check,methods.self_declaration.variable_cost_per_check,0.002601104837072442,0.002601104837072442
self_declaration,Self-declared age,adult_adverse_outcomes,15,method,minor_detection_rate,methods.self_declaration.minor_detection_rate,-0.0025789323051595733,0.0025789323051595733
self_declaration,Self-declared age,adult_adverse_outcomes,16,method,minor_circumvention_rate,methods.self_declaration.minor_circumvention_rate,-0.0025478570820111433,0.0025478570820111433
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,1,method,adult_abandonment_rate,methods.self_declaration.adult_abandonment_rate,0.7926201672824241,0.7926201672824241
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,2,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.42143440222070183,0.42143440222070183
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,3,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.27225773859651914,0.27225773859651914
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,4,method,higher_friction_abandonment_multiplier,methods.self_declaration.higher_friction_abandonment_multiplier,0.2147389842582476,0.2147389842582476
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,5,method,adult_false_rejection_rate,methods.self_declaration.adult_false_rejection_rate,0.20002189749719276,0.20002189749719276
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,6,scenario,minor_share,scenario.minor_share,-0.03305969127847188,0.03305969127847188
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,7,method,higher_friction_false_rejection_multiplier,methods.self_declaration.higher_friction_false_rejection_multiplier,0.030875385861278158,0.030875385861278158
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,8,method,fixed_annual_cost,methods.self_declaration.fixed_annual_cost,0.010544981014073994,0.010544981014073994
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,9,method,record_retention_years,methods.self_declaration.record_retention_years,0.008168065061379227,0.008168065061379227
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,10,method,variable_cost_per_check,methods.self_declaration.variable_cost_per_check,0.006353534148813414,0.006353534148813414
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,11,method,verification_check_rate,methods.self_declaration.verification_check_rate,0.0035145192855978082,0.0035145192855978082
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,12,method,annual_breach_probability,methods.self_declaration.annual_breach_probability,-0.0028964328823745736,0.0028964328823745736
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,13,method,centralized_record_fraction,methods.self_declaration.centralized_record_fraction,-0.002135856430070343,0.002135856430070343
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,14,method,minor_substitution_rate,methods.self_declaration.minor_substitution_rate,-0.0021229055977771624,0.0021229055977771624
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,15,method,minor_circumvention_rate,methods.self_declaration.minor_circumvention_rate,0.0017512178161244874,0.0017512178161244874
self_declaration,Self-declared age,higher_friction_adult_adverse_outcomes,16,method,minor_detection_rate,methods.self_declaration.minor_detection_rate,-0.0017041047268896421,0.0017041047268896421
self_declaration,Self-declared age,total_annual_cost,1,method,fixed_annual_cost,methods.self_declaration.fixed_annual_cost,0.9976136351297975,0.9976136351297975
self_declaration,Self-declared age,total_annual_cost,2,method,variable_cost_per_check,methods.self_declaration.variable_cost_per_check,0.060081540563936615,0.060081540563936615
self_declaration,Self-declared age,total_annual_cost,3,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.019196955491998784,0.019196955491998784
self_declaration,Self-declared age,total_annual_cost,4,method,adult_abandonment_rate,methods.self_declaration.adult_abandonment_rate,0.011061875977160752,0.011061875977160752
self_declaration,Self-declared age,total_annual_cost,5,method,verification_check_rate,methods.self_declaration.verification_check_rate,0.006926853806290742,0.006926853806290742
self_declaration,Self-declared age,total_annual_cost,6,method,higher_friction_abandonment_multiplier,methods.self_declaration.higher_friction_abandonment_multiplier,-0.004104370417065749,0.004104370417065749
self_declaration,Self-declared age,total_annual_cost,7,method,annual_breach_probability,methods.self_declaration.annual_breach_probability,0.0037463469253065386,0.0037463469253065386
self_declaration,Self-declared age,total_annual_cost,8,method,minor_circumvention_rate,methods.self_declaration.minor_circumvention_rate,-0.003335895905366358,0.003335895905366358
self_declaration,Self-declared age,total_annual_cost,9,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.0032751652902380662,0.0032751652902380662
self_declaration,Self-declared age,total_annual_cost,10,method,adult_false_rejection_rate,methods.self_declaration.adult_false_rejection_rate,0.002554711674109885,0.002554711674109885
self_declaration,Self-declared age,total_annual_cost,11,method,record_retention_years,methods.self_declaration.record_retention_years,0.0025214734524965894,0.0025214734524965894
self_declaration,Self-declared age,total_annual_cost,12,method,minor_detection_rate,methods.self_declaration.minor_detection_rate,-0.0018093777843397512,0.0018093777843397512
self_declaration,Self-declared age,total_annual_cost,13,method,higher_friction_false_rejection_multiplier,methods.self_declaration.higher_friction_false_rejection_multiplier,0.0016936182561654474,0.0016936182561654474
self_declaration,Self-declared age,total_annual_cost,14,scenario,minor_share,scenario.minor_share,-0.0016853053320981222,0.0016853053320981222
self_declaration,Self-declared age,total_annual_cost,15,method,centralized_record_fraction,methods.self_declaration.centralized_record_fraction,0.001327909635507164,0.001327909635507164
self_declaration,Self-declared age,total_annual_cost,16,method,minor_substitution_rate,methods.self_declaration.minor_substitution_rate,-0.0007181163170872465,0.0007181163170872465
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,1,method,minor_circumvention_rate,methods.visual_estimation.minor_circumvention_rate,-0.558625005894298,0.558625005894298
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,2,method,minor_detection_rate,methods.visual_estimation.minor_detection_rate,0.5558202553999602,0.5558202553999602
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,3,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.47183504451148606,0.47183504451148606
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,4,scenario,minor_share,scenario.minor_share,0.3219379395335432,0.3219379395335432
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,5,method,higher_friction_abandonment_multiplier,methods.visual_estimation.higher_friction_abandonment_multiplier,-0.005782826149545131,0.005782826149545131
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,6,method,adult_abandonment_rate,methods.visual_estimation.adult_abandonment_rate,-0.004002245003488898,0.004002245003488898
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,7,method,verification_check_rate,methods.visual_estimation.verification_check_rate,-0.003188430291579372,0.003188430291579372
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,8,method,higher_friction_false_rejection_multiplier,methods.visual_estimation.higher_friction_false_rejection_multiplier,-0.0030854277969461713,0.0030854277969461713
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,9,method,variable_cost_per_check,methods.visual_estimation.variable_cost_per_check,-0.0027842324309376933,0.0027842324309376933
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,10,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.002613687112213475,0.002613687112213475
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,11,method,fixed_annual_cost,methods.visual_estimation.fixed_annual_cost,-0.002419489093735796,0.002419489093735796
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,12,method,adult_false_rejection_rate,methods.visual_estimation.adult_false_rejection_rate,-0.0019609114433443648,0.0019609114433443648
visual_estimation,Visual age estimation by staff,minor_purchases_prevented,13,method,minor_substitution_rate,methods.visual_estimation.minor_substitution_rate,0.0006308658296283463,0.0006308658296283463
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,1,method,minor_circumvention_rate,methods.visual_estimation.minor_circumvention_rate,-0.4937843397052258,0.4937843397052258
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,2,method,minor_detection_rate,methods.visual_estimation.minor_detection_rate,0.49028936505329973,0.49028936505329973
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,3,method,minor_substitution_rate,methods.visual_estimation.minor_substitution_rate,-0.445099934023832,0.445099934023832
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,4,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.4223865405521227,0.4223865405521227
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,5,scenario,minor_share,scenario.minor_share,0.2857755407629182,0.2857755407629182
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,6,method,higher_friction_false_rejection_multiplier,methods.visual_estimation.higher_friction_false_rejection_multiplier,-0.007028493123963398,0.007028493123963398
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,7,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.003772356525188943,0.003772356525188943
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,8,method,higher_friction_abandonment_multiplier,methods.visual_estimation.higher_friction_abandonment_multiplier,-0.0034273022945549214,0.0034273022945549214
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,9,method,adult_abandonment_rate,methods.visual_estimation.adult_abandonment_rate,-0.003069876203691951,0.003069876203691951
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,10,method,variable_cost_per_check,methods.visual_estimation.variable_cost_per_check,-0.0028567386617186956,0.0028567386617186956
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,11,method,fixed_annual_cost,methods.visual_estimation.fixed_annual_cost,-0.002647211494082885,0.002647211494082885
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,12,method,adult_false_rejection_rate,methods.visual_estimation.adult_false_rejection_rate,-0.0010205638904882256,0.0010205638904882256
visual_estimation,Visual age estimation by staff,minor_consumption_prevented,13,method,verification_check_rate,methods.visual_estimation.verification_check_rate,0.0006829656318571862,0.0006829656318571862
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,1,method,adult_false_rejection_rate,methods.visual_estimation.adult_false_rejection_rate,0.8348750974587501,0.8348750974587501
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,2,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.429909806964028,0.429909806964028
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,3,method,adult_abandonment_rate,methods.visual_estimation.adult_abandonment_rate,0.2715537783003335,0.2715537783003335
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,4,method,higher_friction_false_rejection_multiplier,methods.visual_estimation.higher_friction_false_rejection_multiplier,0.06636327195172931,0.06636327195172931
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,5,scenario,minor_share,scenario.minor_share,-0.058568529323811416,0.058568529323811416
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,6,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.042100039901800015,0.042100039901800015
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,7,method,higher_friction_abandonment_multiplier,methods.visual_estimation.higher_friction_abandonment_multiplier,0.021534759604677906,0.021534759604677906
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,8,method,minor_substitution_rate,methods.visual_estimation.minor_substitution_rate,-0.00519157524082863,0.00519157524082863
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,9,method,variable_cost_per_check,methods.visual_estimation.variable_cost_per_check,-0.004766402874610562,0.004766402874610562
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,10,method,minor_circumvention_rate,methods.visual_estimation.minor_circumvention_rate,0.003800143137488057,0.003800143137488057
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,11,method,minor_detection_rate,methods.visual_estimation.minor_detection_rate,0.003581341116664537,0.003581341116664537
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,12,method,verification_check_rate,methods.visual_estimation.verification_check_rate,0.0006911609115724644,0.0006911609115724644
visual_estimation,Visual age estimation by staff,adult_adverse_outcomes,13,method,fixed_annual_cost,methods.visual_estimation.fixed_annual_cost,0.0006517661604207065,0.0006517661604207065
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,1,method,adult_false_rejection_rate,methods.visual_estimation.adult_false_rejection_rate,0.6538178396407911,0.6538178396407911
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,2,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.5132714844287647,0.5132714844287647
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,3,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.33492856040222746,0.33492856040222746
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,4,method,higher_friction_false_rejection_multiplier,methods.visual_estimation.higher_friction_false_rejection_multiplier,0.30288956470358785,0.30288956470358785
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,5,method,adult_abandonment_rate,methods.visual_estimation.adult_abandonment_rate,0.19820559128043427,0.19820559128043427
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,6,method,higher_friction_abandonment_multiplier,methods.visual_estimation.higher_friction_abandonment_multiplier,0.08582652164751463,0.08582652164751463
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,7,scenario,minor_share,scenario.minor_share,-0.04553239917424496,0.04553239917424496
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,8,method,minor_detection_rate,methods.visual_estimation.minor_detection_rate,0.006772395206036959,0.006772395206036959
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,9,method,minor_substitution_rate,methods.visual_estimation.minor_substitution_rate,-0.005070893032332357,0.005070893032332357
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,10,method,fixed_annual_cost,methods.visual_estimation.fixed_annual_cost,-0.003566666723602667,0.003566666723602667
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,11,method,minor_circumvention_rate,methods.visual_estimation.minor_circumvention_rate,0.002284284861073714,0.002284284861073714
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,12,method,variable_cost_per_check,methods.visual_estimation.variable_cost_per_check,-0.0018883844200193536,0.0018883844200193536
visual_estimation,Visual age estimation by staff,higher_friction_adult_adverse_outcomes,13,method,verification_check_rate,methods.visual_estimation.verification_check_rate,0.0016588823496875532,0.0016588823496875532
visual_estimation,Visual age estimation by staff,total_annual_cost,1,method,fixed_annual_cost,methods.visual_estimation.fixed_annual_cost,0.9931292419470759,0.9931292419470759
visual_estimation,Visual age estimation by staff,total_annual_cost,2,method,variable_cost_per_check,methods.visual_estimation.variable_cost_per_check,0.09362393040365757,0.09362393040365757
visual_estimation,Visual age estimation by staff,total_annual_cost,3,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.031409345809715744,0.031409345809715744
visual_estimation,Visual age estimation by staff,total_annual_cost,4,method,verification_check_rate,methods.visual_estimation.verification_check_rate,0.03023719566316688,0.03023719566316688
visual_estimation,Visual age estimation by staff,total_annual_cost,5,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,-0.004798545175007419,0.004798545175007419
visual_estimation,Visual age estimation by staff,total_annual_cost,6,method,minor_circumvention_rate,methods.visual_estimation.minor_circumvention_rate,0.004662760002473104,0.004662760002473104
visual_estimation,Visual age estimation by staff,total_annual_cost,7,method,higher_friction_false_rejection_multiplier,methods.visual_estimation.higher_friction_false_rejection_multiplier,-0.00457864877434346,0.00457864877434346
visual_estimation,Visual age estimation by staff,total_annual_cost,8,method,higher_friction_abandonment_multiplier,methods.visual_estimation.higher_friction_abandonment_multiplier,-0.0031549471370059794,0.0031549471370059794
visual_estimation,Visual age estimation by staff,total_annual_cost,9,method,adult_false_rejection_rate,methods.visual_estimation.adult_false_rejection_rate,0.002522813515057126,0.002522813515057126
visual_estimation,Visual age estimation by staff,total_annual_cost,10,scenario,minor_share,scenario.minor_share,0.0018794384499677755,0.0018794384499677755
visual_estimation,Visual age estimation by staff,total_annual_cost,11,method,adult_abandonment_rate,methods.visual_estimation.adult_abandonment_rate,0.0013153179802061275,0.0013153179802061275
visual_estimation,Visual age estimation by staff,total_annual_cost,12,method,minor_detection_rate,methods.visual_estimation.minor_detection_rate,0.0005881436728752574,0.0005881436728752574
visual_estimation,Visual age estimation by staff,total_annual_cost,13,method,minor_substitution_rate,methods.visual_estimation.minor_substitution_rate,-0.00035138377866855355,0.00035138377866855355
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,1,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.7352363098059346,0.7352363098059346
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,2,scenario,minor_share,scenario.minor_share,0.4891077523221071,0.4891077523221071
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,3,method,minor_circumvention_rate,methods.photo_id_visual.minor_circumvention_rate,-0.3928220466467288,0.3928220466467288
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,4,method,minor_detection_rate,methods.photo_id_visual.minor_detection_rate,0.16595563671537425,0.16595563671537425
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,5,method,higher_friction_false_rejection_multiplier,methods.photo_id_visual.higher_friction_false_rejection_multiplier,0.0086959978408544,0.0086959978408544
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,6,method,adult_abandonment_rate,methods.photo_id_visual.adult_abandonment_rate,-0.006173925847077571,0.006173925847077571
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,7,method,fixed_annual_cost,methods.photo_id_visual.fixed_annual_cost,-0.004689285407379715,0.004689285407379715
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,8,method,variable_cost_per_identity_proof,methods.photo_id_visual.variable_cost_per_identity_proof,-0.0044705287047962115,0.0044705287047962115
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,9,method,variable_cost_per_check,methods.photo_id_visual.variable_cost_per_check,-0.002983545155849418,0.002983545155849418
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,10,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,0.002030629213100252,0.002030629213100252
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,11,method,verification_check_rate,methods.photo_id_visual.verification_check_rate,-0.0005230644391852258,0.0005230644391852258
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,12,method,higher_friction_abandonment_multiplier,methods.photo_id_visual.higher_friction_abandonment_multiplier,0.0005080404929392162,0.0005080404929392162
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,13,method,minor_substitution_rate,methods.photo_id_visual.minor_substitution_rate,-0.00034741983911496796,0.00034741983911496796
photo_id_visual,"Government photo ID, visual inspection",minor_purchases_prevented,14,method,adult_false_rejection_rate,methods.photo_id_visual.adult_false_rejection_rate,-0.0001513006812125203,0.0001513006812125203
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,1,method,minor_substitution_rate,methods.photo_id_visual.minor_substitution_rate,-0.7005041467476257,0.7005041467476257
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,2,scenario,purchase_attempt_rate,scenario.purchase_attempt_rate,0.5062971429848229,0.5062971429848229
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,3,scenario,minor_share,scenario.minor_share,0.34170443818327384,0.34170443818327384
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,4,method,minor_circumvention_rate,methods.photo_id_visual.minor_circumvention_rate,-0.2685527513327011,0.2685527513327011
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,5,method,minor_detection_rate,methods.photo_id_visual.minor_detection_rate,0.1197067347580587,0.1197067347580587
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,6,method,adult_abandonment_rate,methods.photo_id_visual.adult_abandonment_rate,-0.007830060479580025,0.007830060479580025
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,7,method,variable_cost_per_identity_proof,methods.photo_id_visual.variable_cost_per_identity_proof,-0.005806345265874539,0.005806345265874539
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,8,method,adult_false_rejection_rate,methods.photo_id_visual.adult_false_rejection_rate,0.005768522296611409,0.005768522296611409
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,9,method,higher_friction_false_rejection_multiplier,methods.photo_id_visual.higher_friction_false_rejection_multiplier,0.005135729075174292,0.005135729075174292
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,10,scenario,higher_friction_adult_share,scenario.higher_friction_adult_share,-0.004637339749854937,0.004637339749854937
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,11,method,variable_cost_per_check,methods.photo_id_visual.variable_cost_per_check,-0.004448838390771536,0.004448838390771536
photo_id_visual,"Government photo ID, visual inspection",minor_consumption_prevented,12,method,fixed_annual_cost,methods.photo_id_visual.fixed_annual_cost,-0.003032408711964964,0.003032408711964964
